Id,metric_alias_metrics_view_graph_1,metric_alias_metrics_view_graph_2,metric_alias_metrics_view_graph_3
StatusCode,Complete,Complete,Complete
Messages,,,
Full label,eu-south-1:AWS/EC2 InstanceId:i-07c71afee5b3ae140 CPUUtilization Average 300,eu-south-1:AWS/EC2 InstanceId:i-007cedaa59161cb76 CPUUtilization Average 300,eu-south-1:AWS/EC2 InstanceId:i-03dd53ef3c020349a CPUUtilization Average 300
Label,i-07c71afee5b3ae140,i-007cedaa59161cb76,i-03dd53ef3c020349a
2025/11/07 08:30:00,8.38015592715428,6.3286720286590095,1.0251749045159002
2025/11/07 08:35:00,8.820150064207269,7.02308520965398,0.6370247547610643
2025/11/07 08:40:00,8.70172868496048,6.836900344827472,0.8816393128800664
2025/11/07 08:45:00,8.833333333333332,6.953171871821306,0.7233333333333334
2025/11/07 08:50:00,8.707942442295876,6.126579049704331,1.0348141509166318
2025/11/07 08:55:00,9.838940007175093,7.470488272241184,0.5767276007015639
2025/11/07 09:00:00,9.434606521027872,6.6996795511716005,1.0552727863120417
2025/11/07 09:05:00,9.931376484800962,7.356643528811569,0.604989798761826
2025/11/07 09:10:00,9.482083365586433,7.2516844880461475,0.9067936674654836
2025/11/07 09:15:00,10.199548751390521,7.4016976128000085,0.7298538145772371
2025/11/07 09:20:00,9.573975644625198,7.263724345185136,0.953297191374195
2025/11/07 09:25:00,10.100338062031515,8.419543441946916,0.5935058258585932
2025/11/07 09:30:00,13.133021575595928,7.373538086467853,1.0666744168282427
2025/11/07 09:35:00,10.119307929141481,8.388215942470229,0.619841957105916
2025/11/07 09:40:00,9.93707133409399,7.765130046335161,0.8816973953505919
2025/11/07 09:45:00,10.075027069397928,7.882593419349061,0.7600461714092993
2025/11/07 09:50:00,9.565410260567461,7.329663874083991,0.8817563658822202
2025/11/07 09:55:00,10.556077826956372,8.599915073794168,0.5748438421596497
2025/11/07 10:00:00,9.488580898453469,7.745490989505571,1.0802935119470196
2025/11/07 10:05:00,11.382960417346235,8.327673251028477,0.37846404138513356
2025/11/07 10:10:00,9.632241792146083,7.967039950998864,0.8668509937264407
2025/11/07 10:15:00,10.20731222958118,8.72634604036421,0.8171338706999436
2025/11/07 10:20:00,9.75693806182473,7.252104462471612,0.8363681725803105
2025/11/07 10:25:00,10.239645699965958,8.56820497388504,0.6332394624926266
2025/11/07 10:30:00,9.906843827457775,7.4338555636077,1.0384946620258948
2025/11/07 10:35:00,10.464525958428663,8.294564879950325,0.61833227779537
2025/11/07 10:40:00,9.91184751551672,7.500073878077044,0.8435533915987357
2025/11/07 10:45:00,10.18444327875822,8.379877728189282,0.7862897749117381
2025/11/07 10:50:00,10.15673245366779,7.435408270581509,0.866814218726202
2025/11/07 10:55:00,10.674878698126758,8.856657151722438,0.611840143830519
2025/11/07 11:00:00,9.783038390898907,7.599396527430537,1.0528450971698207
2025/11/07 11:05:00,10.454371925392968,8.370472847137862,0.6215451136276073
2025/11/07 11:10:00,10.055059291957544,7.875883488113695,1.0497465957720835
2025/11/07 11:15:00,10.154398272524222,8.113094439042479,0.8012773890376257
2025/11/07 11:20:00,9.616835799479777,7.586179919387772,0.8448657787530454
2025/11/07 11:25:00,10.37648153780177,8.645087580444867,0.6363858273198196